DEC_15seg,DEC_30seg,DEC_45seg,DEC_60seg,DEC_globopreenchido,EtOH_15seg,EtOH_30seg,EtOH_45seg,EtOH_60seg,EtOH_globo preenchido,H2O_15seg,H2O_30seg,H2O_45seg,H2O_60seg,H2O_globopreenchido
,,55.90588235294118,,,42.95098039215687,,,64.78549019607843,,,68.11568627450981,71.56117647058822,,
,,49.2,,,,,,,,,53.62156862745098,76.7835294117647,,
,,,,,,,,,,,48.13137254901961,,,
,,,,,,42.94117647058823,,,,,,,47.36666666666666,
,49.24980392156863,68.2,,,46.07254901960784,54.21764705882353,,55.445882352941176,65.15098039215687,58.59882352941176,,67.2470588235294,,61.54509803921569
,43.97294117647059,57.20980392156864,,,52.6278431372549,52.47058823529412,56.10549019607844,53.64980392156863,48.735294117647065,49.14,72.5078431372549,68.83647058823529,,63.68039215686274
,,47.52352941176471,,,,,,60.65450980392156,,,48.79019607843138,66.33882352941175,,
,,51.807843137254906,,,,,,64.24666666666667,,,54.71960784313725,59.07294117647058,,
,,,,,,,,,,,40.22549019607843,,,
,,45.28823529411765,,,,,,64.96509803921569,,,54.5,,,
,,52.55294117647058,,,,,,57.96039215686274,,,58.01372549019608,55.44,,
,,,,,,,,,,,43.3,,,
,,51.62156862745098,,,44.667843137254906,,,56.882745098039216,,,60.20980392156863,72.24235294117646,,
,,,,,,,,,,,49.88823529411765,,,
37.01568627450981,,,49.01960784313727,68.12196078431373,60.2756862745098,56.6,55.61019607843138,51.67411764705882,58.905882352941184,,,,61.02,53.24117647058824
,36.512549019607846,58.51372549019608,,,42.01450980392157,,51.31764705882354,59.39725490196078,,,69.21372549019608,67.47411764705882,,
,,57.20980392156864,,,44.823921568627455,,,55.98470588235294,,,68.11568627450981,72.24235294117646,,
,,,,,,,,,,,,,,
,48.70392156862745,59.817647058823525,,,52.47176470588235,51.04117647058823,58.08666666666667,53.11098039215686,63.00980392156863,44.88352941176471,72.5078431372549,51.35294117647058,,70.79803921568629
,,,,,,,,,,,,,,
45.04705882352941,58.89372549019608,,47.810196078431375,65.67176470588235,52.94,55.17058823529412,59.90274509803922,52.21294117647058,50.69803921568628,71.84117647058824,58.23333333333333,,68.05999999999999,67.71372549019608
,,58.51372549019608,,,45.292156862745095,,56.93098039215687,58.319607843137256,,,73.38627450980393,55.6670588235294,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
37.01568627450981,63.62470588235295,,,67.45372549019608,60.9,57.39411764705882,56.27058823529412,56.1643137254902,,66.16588235294117,57.57450980392157,59.75411764705882,,70.79803921568629
,,52.55294117647058,,,44.823921568627455,,,57.96039215686274,,,60.20980392156863,72.46941176470588,,
,,52.18039215686274,,,,,,63.52823529411764,,,60.20980392156863,73.60470588235293,,
,,41.93529411764706,,,,,,,,,48.79019607843138,,,
,,51.62156862745098,,,42.79490196078432,,,57.78078431372548,,,59.11176470588236,73.37764705882353,,
,52.161176470588245,60.562745098039215,,,59.80745098039216,55.17058823529412,57.426274509803925,53.29058823529412,52.66078431372549,60.9635294117647,59.55098039215687,46.584705882352935,,78.62745098039215
,,41.74901960784314,,,,,,,,,53.62156862745098,,,
,,,,,,,,,,,56.476470588235294,66.79294117647058,,
,,,,,,,,,,,42.86078431372549,,,
48.811764705882354,41.97137254901961,49.01372549019608,66.95921568627452,66.11725490196079,47.94549019607843,55.17058823529412,57.59137254901961,51.31490196078431,58.905882352941184,67.34823529411764,55.15882352941177,67.2470588235294,64.00666666666666,67.95098039215686
38.647058823529406,47.794117647058826,,,,,53.423529411764704,49.17137254901961,,41.95490196078431,,49.88823529411765,,45.66,
,,,,,,,,,,,40.44509803921569,,,
,,,,,,,,,,,54.71960784313725,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,44.17843137254902,,,
,,,,,,,,,,,50.54705882352941,,,
,41.06156862745098,58.32745098039216,,,47.477254901960784,51.04117647058823,53.133725490196085,53.64980392156863,,57.18,68.55490196078432,50.67176470588235,,55.85098039215686
,,53.29803921568627,,,43.26313725490196,,50.161960784313735,60.29529411764705,,,59.11176470588236,72.46941176470588,,
,,53.11176470588235,,,43.26313725490196,,,57.42156862745098,,,59.55098039215687,72.24235294117646,,
37.3921568627451,62.89686274509804,58.32745098039216,,73.91333333333333,60.11960784313725,44.05294117647059,49.83176470588235,55.805098039215686,56.94313725490196,56.9435294117647,,69.97176470588235,,79.81372549019608
,,,,,,,,,,,,,,
,44.33686274509804,53.85686274509804,,,,,53.794117647058826,56.5235294117647,,46.538823529411765,76.24117647058824,69.51764705882353,,
,,43.79803921568627,,,,,,51.85372549019608,,,54.71960784313725,53.62352941176469,,
,,44.72941176470588,,,,,,52.03333333333333,,,55.81764705882353,55.6670588235294,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,47.70980392156862,,,,,,64.06705882352941,,,55.15882352941177,,,
,,,,,,,,,,,40.44509803921569,,,
,,43.9843137254902,,,,,,,,,57.35490196078432,66.56588235294117,,
,,,,,,,,,,,,,,
,,54.04313725490197,,,,,,56.5235294117647,,,63.72352941176471,59.3,,
,40.87960784313726,58.51372549019608,,,44.823921568627455,,53.29882352941176,52.39254901960784,,,68.55490196078432,58.39176470588235,,
,,,,,,,,,,,57.794117647058826,60.66235294117647,,
,50.70549019607844,59.817647058823525,,,47.32117647058824,55.96470588235294,58.08666666666667,54.009019607843136,48.02156862745098,46.77529411764706,69.65294117647059,51.125882352941176,,70.79803921568629
,,,,,,,,63.16901960784313,,,58.01372549019608,74.51294117647058,,
,,,,,,,,,,,49.22941176470589,,,
,,,,,,,,,,,,,,
39.52549019607843,49.795686274509805,49.38627450980392,,73.02235294117648,59.18313725490196,55.17058823529412,56.27058823529412,,58.01372549019608,70.89529411764705,,69.97176470588235,,78.39019607843137
,,,,,,,,,,,,,,
,46.8843137254902,58.7,,,47.94549019607843,53.9,53.95921568627451,53.64980392156863,,,72.5078431372549,56.34823529411764,,
,,,,,,,,,,,43.3,,,
,,41.93529411764706,,,,,,,,,49.88823529411765,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,45.71568627450981,,,
,40.15176470588236,58.14117647058824,,,45.44823529411765,,,56.70313725490196,,38.97176470588235,49.44901960784314,72.24235294117646,,
,,53.67058823529412,,,44.667843137254906,,51.15254901960785,55.805098039215686,,,60.20980392156863,73.37764705882353,,
,40.51568627450981,54.04313725490197,,,44.823921568627455,,,54.009019607843136,,46.538823529411765,53.84117647058824,55.6670588235294,,
,48.70392156862745,,,,48.56980392156863,53.9,56.27058823529412,55.805098039215686,58.72745098039216,57.41647058823529,60.64901960784314,73.83176470588234,,72.45882352941176
30.615686274509805,59.07568627450981,48.64117647058824,,71.24039215686275,60.43176470588235,54.05882352941177,54.78470588235295,49.87803921568627,56.94313725490196,65.69294117647058,58.23333333333333,67.70117647058822,,75.54313725490195
,,,,,,,,,,,,,,
,,,,,,,,63.16901960784313,,,,,,
39.14901960784314,,,,65.0035294117647,45.13607843137255,55.64705882352941,54.61960784313726,45.74705882352941,57.3,62.855294117647055,54.71960784313725,70.88,,71.9843137254902
,,53.85686274509804,,,45.292156862745095,,,55.445882352941176,,,67.89607843137256,58.39176470588235,,
,54.890588235294125,56.27843137254902,,,59.18313725490196,52.78823529411765,56.435686274509806,55.805098039215686,58.1921568627451,59.30823529411765,57.13529411764706,49.53647058823529,,77.9156862745098
,39.42392156862745,55.90588235294118,,,,47.22941176470588,56.10549019607844,,,,,59.3,,
46.42745098039215,51.979215686274514,,61.51686274509804,69.2356862745098,,57.23529411764706,,49.51882352941176,58.37058823529412,,,68.38235294117646,47.36666666666666,60.12156862745098
36.13725490196079,62.89686274509804,53.85686274509804,45.99607843137255,75.91803921568628,59.18313725490196,53.9,49.17137254901961,57.78078431372548,60.15490196078432,63.32823529411764,57.794117647058826,45.44941176470588,,68.42549019607843
,,52.739215686274505,,,44.823921568627455,,,57.42156862745098,,,68.55490196078432,59.3,,
,,54.04313725490197,,,,,,63.34862745098039,,,60.20980392156863,58.39176470588235,,
34.63137254901961,46.8843137254902,,56.477647058823536,,45.44823529411765,46.11764705882353,48.51098039215687,43.05294117647058,,,,,55.47333333333333,57.74901960784314
,,54.04313725490197,,,,,,56.70313725490196,,,60.20980392156863,60.66235294117647,,
,,,,,,,,,,,52.52352941176471,,,
,,,,,,,,,,,39.78627450980392,,,
,,53.4843137254902,,,,,,58.14,,,58.01372549019608,71.1070588235294,,
,,51.62156862745098,,59.43490196078432,60.2756862745098,53.58235294117647,60.39803921568628,53.29058823529412,57.3,60.72705882352941,,65.2035294117647,,76.01764705882353
,,,,,,,,,,,,,,
,,43.79803921568627,,,,,,,,,55.15882352941177,66.56588235294117,,
,,51.62156862745098,,,44.98,,,59.57686274509804,,,60.64901960784314,,,
,,,,,,,,,,,,,,
,51.979215686274514,,70.99058823529413,56.09372549019608,56.21764705882353,58.34705882352941,61.05843137254902,,,68.29411764705881,45.93529411764706,,66.35333333333332,
,,54.04313725490197,,,44.98,,56.6007843137255,56.34392156862744,,43.70117647058824,72.28823529411764,60.66235294117647,,
,,43.42549019607843,,,,,,,,,49.22941176470589,,,
,,48.64117647058824,,,,,,60.83411764705882,,,59.33137254901961,68.38235294117646,,
,45.24666666666667,55.34705882352941,,,53.09607843137255,54.85294117647059,51.15254901960785,50.59647058823529,63.72352941176471,57.41647058823529,57.35490196078432,69.97176470588235,,67.95098039215686
,,41.562745098039215,,59.212156862745104,57.46627450980392,52.15294117647059,60.23294117647059,55.445882352941176,51.05490196078432,59.30823529411765,65.70000000000002,51.125882352941176,,72.22156862745098
,47.6121568627451,65.77843137254902,,,48.41372549019608,,55.11490196078432,54.009019607843136,,46.538823529411765,57.794117647058826,68.83647058823529,,45.174509803921566
,,46.03333333333333,,53.6435294117647,44.04352941176471,48.976470588235294,56.10549019607844,55.805098039215686,48.913725490196086,58.36235294117647,54.71960784313725,69.51764705882353,,
,,53.29803921568627,,,,,,57.241960784313726,,,54.5,70.19882352941175,,
,,,,,,,,,,,40.8843137254902,,,
32.372549019607845,52.161176470588245,64.66078431372549,,57.20745098039215,56.68588235294118,56.917647058823526,52.80352941176472,55.98470588235294,59.084313725490205,,52.52352941176471,69.97176470588235,,60.12156862745098
,39.96980392156863,,56.8807843137255,,,,57.59137254901961,48.44117647058823,,,,59.75411764705882,64.22,67.95098039215686
,,41.93529411764706,,,,,,,,,54.71960784313725,75.42117647058822,,
47.807843137254906,,47.70980392156862,56.07450980392157,,,52.629411764705885,,,58.1921568627451,69.47647058823529,,46.584705882352935,,68.42549019607843
,,52.55294117647058,,,44.98,,,60.83411764705882,,47.48470588235294,72.5078431372549,59.3,,
,,52.18039215686274,,,,,,65.50392156862745,,,60.20980392156863,72.69647058823529,,
,,,,,,,,,,,54.93921568627451,,,
,,,,,,,,,,,53.84117647058824,,,
,,44.72941176470588,,,,,,,,,,,,
,,44.72941176470588,,,,,,,,,,,,
,54.890588235294125,60.00392156862745,,,58.40274509803921,53.74117647058824,56.6007843137255,55.805098039215686,57.3,58.59882352941176,66.13921568627453,56.12117647058824,,74.35686274509803
,52.161176470588245,,,59.88039215686275,52.78392156862745,55.96470588235294,50.161960784313735,49.51882352941176,60.15490196078432,56.47058823529412,68.77450980392157,53.62352941176469,,74.35686274509803
,,50.317647058823525,,,,,,58.49921568627451,,,59.11176470588236,58.61882352941176,,
,,,,,,,,,,,53.84117647058824,,,
,,50.87647058823529,,,44.823921568627455,,50.161960784313735,56.1643137254902,,,62.84509803921569,55.89411764705882,,
,,49.94509803921569,,,44.823921568627455,,,,,,59.11176470588236,73.37764705882353,,
,,,,,,,,,,,,,,
,,,,,,,,,,,54.71960784313725,75.42117647058822,,
,,,,,,,,,,,49.22941176470589,,,
,52.88901960784314,59.817647058823525,,51.86156862745098,58.40274509803921,52.78823529411765,58.25176470588236,54.009019607843136,57.83529411764707,57.18,46.81372549019608,68.38235294117646,,65.8156862745098
,48.52196078431373,54.04313725490197,,,54.03254901960784,,60.23294117647059,53.11098039215686,66.04313725490196,,45.93529411764706,,,72.22156862745098
36.13725490196079,,,,,,,,,,,,,,54.19019607843138
,,,,,,,,,,,40.44509803921569,,,
,,,,,,,,,,,40.8843137254902,,,
,45.24666666666667,51.807843137254906,,,47.165098039215685,49.92941176470588,54.1243137254902,59.57686274509804,,41.1,72.5078431372549,69.51764705882353,,
,,51.807843137254906,,,44.823921568627455,,,,,,60.20980392156863,75.87529411764704,,
,,49.2,,,,,,,,,47.252941176470586,77.69176470588233,,
,,,,,,,,,,,,,,
,42.88117647058824,67.26862745098039,,,,51.51764705882353,55.11490196078432,,,57.18,70.31176470588235,49.99058823529411,,
,,,,,,,,,,,43.3,,,
,39.42392156862745,49.01372549019608,,,44.823921568627455,,53.95921568627451,64.96509803921569,,,60.20980392156863,71.78823529411764,,
,,53.29803921568627,,,42.48274509803922,,50.32705882352941,60.83411764705882,,,63.72352941176471,75.42117647058822,,
,,48.82745098039216,,,,,,51.85372549019608,,,58.45294117647059,75.64823529411764,,
,,47.70980392156862,,,,,,64.96509803921569,,,59.55098039215687,,,
,,57.95490196078431,,,43.26313725490196,,,,,,59.990196078431374,56.12117647058824,,
41.78431372549019,51.61529411764706,53.11176470588235,47.60862745098039,65.44901960784314,,59.45882352941177,56.10549019607844,55.445882352941176,61.58235294117648,,,46.584705882352935,51.42,67.23921568627452
,,,,,,,,,,,,,,
,,49.2,,,,,,62.80980392156862,,,54.280392156862746,69.97176470588235,,
,,44.72941176470588,,,,,,60.65450980392156,,,55.15882352941177,69.51764705882353,,
,49.43176470588236,,,,48.41372549019608,51.83529411764706,57.59137254901961,54.009019607843136,58.37058823529412,56.47058823529412,60.42941176470589,,,70.79803921568629
,,,,,,,,,,,,,,
,,,,,,,,,,,40.8843137254902,,,
,,,,,,,,,,,,,,
,,57.0235294117647,,,42.01450980392157,,,61.37294117647058,,,59.11176470588236,74.05882352941175,,
,,52.18039215686274,,,42.48274509803922,,53.794117647058826,60.1156862745098,,,52.52352941176471,70.88,,
,,,,,,,,,,,41.98235294117647,,,
,,,,,,,,,,,44.61764705882353,,,
,40.15176470588236,56.27843137254902,,,45.44823529411765,,54.1243137254902,58.678823529411765,,,57.794117647058826,72.01529411764704,,
,,44.72941176470588,,,,,,,,,53.84117647058824,70.65294117647058,,
,,53.11176470588235,,,44.667843137254906,,,58.49921568627451,,,50.766666666666666,73.83176470588234,,
39.27450980392157,43.97294117647059,,,,42.79490196078432,47.38823529411765,49.83176470588235,,,,,,,57.27450980392157
,,51.62156862745098,,,44.667843137254906,,53.794117647058826,,,,63.72352941176471,53.62352941176469,,
41.78431372549019,59.25764705882354,,56.07450980392157,71.46313725490197,,,60.39803921568628,55.445882352941176,,70.65882352941176,,42.724705882352936,61.66,67.71372549019608
,,58.886274509803926,,,44.823921568627455,,,51.31490196078431,,,52.084313725490205,56.80235294117647,,
,38.87803921568627,58.32745098039216,,,44.04352941176471,,,53.64980392156863,,56.47058823529412,70.31176470588235,69.97176470588235,,
,50.70549019607844,41.93529411764706,,57.8756862745098,39.82941176470588,54.21764705882353,56.27058823529412,56.5235294117647,56.76470588235294,47.957647058823525,68.55490196078432,51.58,,74.11960784313726
,46.8843137254902,54.60196078431373,,,45.76039215686275,,57.09607843137256,56.5235294117647,,57.18,,67.02,,67.23921568627452
,40.51568627450981,53.11176470588235,,,44.823921568627455,49.92941176470588,54.61960784313726,54.009019607843136,,56.47058823529412,54.71960784313725,73.83176470588234,,
,,54.04313725490197,,,,,,60.47490196078431,,,49.44901960784314,58.61882352941176,,
,,,,,,,,,,,,,,
,,50.317647058823525,,,44.98,,49.50156862745098,,,,60.20980392156863,59.07294117647058,,
,,54.04313725490197,,,,,,65.50392156862745,,,55.15882352941177,72.01529411764704,,
,,53.4843137254902,,,44.98,,,57.96039215686274,,,65.70000000000002,70.19882352941175,,
,,45.28823529411765,,,,,,,,,57.35490196078432,,,
,42.69921568627451,61.866666666666674,,,44.04352941176471,,57.426274509803925,57.42156862745098,,41.1,71.84901960784313,68.83647058823529,,
,,52.18039215686274,,,,,,52.572156862745096,,,58.23333333333333,,,
,,41.562745098039215,,,,,,,,,49.6686274509804,,,
,,,,,,,,,,,41.32352941176471,,,
,,49.38627450980392,,,,,,,,,59.33137254901961,54.53176470588235,,
,,57.0235294117647,,,44.667843137254906,,,60.1156862745098,,,65.48039215686275,61.34352941176469,,
,41.24352941176471,54.04313725490197,,,47.78941176470588,53.26470588235294,58.08666666666667,53.64980392156863,65.68627450980392,42.28235294117647,68.77450980392157,68.15529411764705,,65.8156862745098
,,,,,,,,,,,49.88823529411765,,,
,,50.13137254901961,,,43.26313725490196,,53.794117647058826,55.445882352941176,,,70.31176470588235,69.0635294117647,,
,,41.37647058823529,,,,,,,,,52.52352941176471,74.28588235294117,,
47.68235294117647,,53.11176470588235,69.1764705882353,73.69058823529411,59.80745098039216,,,53.82941176470588,58.37058823529412,,56.476470588235294,,58.886666666666656,68.9
,,50.50392156862745,,,,,,55.445882352941176,,,68.77450980392157,73.37764705882353,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,47.70980392156862,,,,,,,,,56.69607843137255,,,
,,,,,,,,,,,41.54313725490197,,,
,47.794117647058826,59.817647058823525,,,42.79490196078432,49.92941176470588,57.426274509803925,53.64980392156863,,46.538823529411765,68.77450980392157,67.47411764705882,,66.76470588235293
,,,,,,,,,,,55.15882352941177,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,49.88823529411765,,,
,,,,,,,,,,,,,,
,55.25450980392157,59.44509803921568,,,59.80745098039216,52.78823529411765,53.29882352941176,55.805098039215686,57.83529411764707,56.9435294117647,56.69607843137255,,,74.35686274509803
,,,,,,,,,,,53.62156862745098,59.5270588235294,,
,,49.01372549019608,,,,,,,,,55.15882352941177,61.34352941176469,,
37.3921568627451,,58.32745098039216,,54.75725490196079,60.9,57.23529411764706,53.95921568627451,54.009019607843136,49.0921568627451,68.53058823529412,58.67254901960785,66.11176470588235,,76.4921568627451
,,,,,,,,56.882745098039216,,,53.84117647058824,74.05882352941175,,
,,52.36666666666666,,,42.48274509803922,,,55.805098039215686,,,66.79803921568629,54.75882352941176,,
,,41.74901960784314,,,,,,,,,56.476470588235294,59.75411764705882,,
,,43.42549019607843,,,,,,,,,53.84117647058824,55.44,,
,41.24352941176471,57.20980392156864,,,44.823921568627455,49.61176470588235,50.49215686274511,46.824705882352944,62.117647058823536,57.18,70.97058823529412,58.39176470588235,,
,40.33372549019608,56.837254901960776,,,44.667843137254906,,,53.64980392156863,,45.59294117647059,68.99411764705883,67.02,,
,,,,,,,,,,,55.15882352941177,,,
,,54.04313725490197,,,,,,,,,57.57450980392157,74.9670588235294,,
,,,,,,,,,,,39.78627450980392,,,
,,,,,,,,,,,,,,
,,53.4843137254902,,,,,,,,,55.81764705882353,77.01058823529411,,
,,43.42549019607843,,,,,,,,,54.71960784313725,,,
45.423529411764704,,,,72.79960784313725,,45.64117647058824,,,,,,,43.95333333333333,
,,,,,,,,,,,42.86078431372549,,,
30.866666666666667,52.707058823529415,56.65098039215687,,58.09843137254902,54.03254901960784,46.11764705882353,58.74705882352941,53.64980392156863,51.41176470588236,51.97764705882352,,68.38235294117646,,77.44117647058823
,,,,,,,,,,,56.476470588235294,,,
,,,,,,,,,,,48.35098039215686,,,
,,43.42549019607843,,,,,,,,,52.52352941176471,,,
,,49.57254901960784,,,,,,,,,52.74313725490197,,,
,,,,,,,,,,,45.49607843137255,,,
,,42.307843137254906,,,,,,,,,57.35490196078432,,,
,,43.42549019607843,,,,,,,,,57.35490196078432,72.01529411764704,,
,,59.44509803921568,,,48.41372549019608,52.15294117647059,55.445098039215694,58.319607843137256,64.43725490196078,,55.59803921568628,51.58,,62.25686274509804
,,,,,,,,,,,45.93529411764706,,,
40.52941176470589,51.61529411764706,45.28823529411765,70.1843137254902,67.45372549019608,,43.576470588235296,58.74705882352941,54.009019607843136,58.37058823529412,,,,66.14,51.10588235294118
,,,60.91215686274511,,,,41.41176470588236,50.9556862745098,,56.23411764705882,49.22941176470589,45.22235294117647,53.76666666666665,
37.01568627450981,,52.55294117647058,61.71843137254902,73.4678431372549,58.24666666666666,58.66470588235294,46.86,,58.54901960784314,69.0035294117647,,45.22235294117647,58.886666666666656,62.25686274509804
35.0078431372549,65.99019607843138,,54.26039215686275,75.02705882352942,60.43176470588235,53.74117647058824,58.25176470588236,,58.1921568627451,71.60470588235293,59.990196078431374,70.88,,74.35686274509803
,,50.87647058823529,,,,,,,,,56.476470588235294,75.42117647058822,,
,,49.57254901960784,,,,,,57.42156862745098,,,62.405882352941184,49.99058823529411,,
,,50.87647058823529,,,43.26313725490196,,,,,,56.476470588235294,58.845882352941175,,
,46.8843137254902,49.57254901960784,,,43.10705882352941,50.24705882352941,57.09607843137256,54.009019607843136,45.880392156862754,47.01176470588236,57.57450980392157,66.79294117647058,,74.11960784313726
,37.96823529411765,58.7,,,39.51725490196078,,53.62901960784314,55.98470588235294,,,68.99411764705883,56.80235294117647,,
,,48.45490196078431,,,44.667843137254906,,52.30823529411765,57.78078431372548,,,67.45686274509805,75.87529411764704,,
,,46.21960784313725,,,,,,58.49921568627451,,,62.84509803921569,76.7835294117647,,
41.15686274509804,57.620000000000005,49.75882352941177,45.39137254901961,66.11725490196079,,40.4,55.28,,44.09607843137255,66.16588235294117,55.59803921568628,,65.28666666666666,72.45882352941176
,,57.0235294117647,,,42.79490196078432,,,63.16901960784313,,,59.11176470588236,48.62823529411765,,
,,,,,,,,,,,41.98235294117647,,,
,,,,,,,,,,,47.6921568627451,,,
,,,,,,,,,,,,,,
33.627450980392155,41.24352941176471,53.29803921568627,,71.90862745098039,60.9,51.51764705882353,59.07725490196079,56.5235294117647,56.40784313725491,51.97764705882352,48.35098039215686,68.83647058823529,,79.81372549019608
,,41.93529411764706,,,,,,,,,55.15882352941177,,,
,,51.62156862745098,,,,,,60.83411764705882,,,54.93921568627451,76.7835294117647,,
,,,,,,,,,,,,,,
,,54.41568627450981,,,,,,,,,58.01372549019608,74.05882352941175,,
,51.61529411764706,51.62156862745098,,,56.52980392156862,56.12352941176471,58.25176470588236,55.805098039215686,64.43725490196078,47.48470588235294,69.21372549019608,70.19882352941175,,65.8156862745098
,,,,,,,,,,,54.93921568627451,75.19411764705882,,
,,54.04313725490197,,,,,,59.57686274509804,,,53.84117647058824,,,
,,,,,,,,,,,,,,
,38.69607843137256,50.87647058823529,,,44.823921568627455,,54.1243137254902,62.0913725490196,,40.154117647058825,70.31176470588235,70.42588235294116,,
,,,,,,,,,,,51.20588235294117,75.64823529411764,,
,,,,,,,,,,,43.73921568627451,,,
,,,,,,,,,,,49.6686274509804,,,
,,,,,,,,,,,39.78627450980392,,,
,50.70549019607844,56.65098039215687,,,56.52980392156862,59.935294117647054,57.756470588235295,53.11098039215686,58.54901960784314,46.538823529411765,,66.79294117647058,,73.17058823529412
,,45.28823529411765,,,,,,,,,58.01372549019608,,,
,,,,,,,,,,,52.74313725490197,72.9235294117647,,
,,,,,,,,,,,43.73921568627451,,,
,,44.72941176470588,,,,,,,,,56.69607843137255,,,
,,47.70980392156862,,,,,,56.70313725490196,,,58.01372549019608,55.6670588235294,,
,50.70549019607844,53.85686274509804,,,56.52980392156862,56.75882352941176,53.794117647058826,54.18862745098039,57.12156862745098,59.30823529411765,59.990196078431374,,,75.54313725490195
,,,,,,,,,,,,,,
,48.88588235294118,60.37647058823529,,,48.41372549019608,52.47058823529412,56.6007843137255,59.57686274509804,58.905882352941184,43.46470588235295,57.794117647058826,67.92823529411764,,51.10588235294118
,,49.2,,,,,,64.60588235294117,,,61.74705882352941,,,
,38.69607843137256,45.660784313725486,,,42.01450980392157,49.61176470588235,54.1243137254902,55.805098039215686,,,70.53137254901961,71.33411764705882,,
35.258823529411764,40.51568627450981,,,46.51568627450981,,53.9,49.83176470588235,50.77607843137255,,57.41647058823529,,,,62.25686274509804
,40.15176470588236,56.27843137254902,,,42.79490196078432,49.77058823529411,53.95921568627451,57.78078431372548,44.80980392156863,39.68117647058824,75.36274509803923,55.44,,
,43.97294117647059,62.61176470588235,,,48.10156862745098,51.51764705882353,54.1243137254902,,48.37843137254902,45.59294117647059,47.6921568627451,46.811764705882354,,
,,,,69.01294117647059,47.009019607843136,48.34117647058824,,48.80039215686274,,,46.81372549019608,,58.03333333333333,57.51176470588236
,,,,,,,,,,,,,,
,,,,,,,,,,,40.66470588235295,,,
,,,,,,,,,,,43.08039215686274,,,
,,43.9843137254902,,,,,,,,,54.5,71.78823529411764,,
,,44.72941176470588,,,,,,,,,55.15882352941177,,,
,,,,,,,,,,,,,,
,,,,73.69058823529411,53.252156862745096,57.55294117647058,,52.21294117647058,51.590196078431376,,,41.81647058823529,66.99333333333333,68.66274509803921
,40.51568627450981,52.18039215686274,,,,,53.133725490196085,63.34862745098039,,,,75.19411764705882,,
,,,,,,,,,,,,,,
41.15686274509804,57.25607843137255,54.04313725490197,46.80235294117647,59.88039215686275,60.43176470588235,47.86470588235294,55.11490196078432,55.805098039215686,59.61960784313726,66.40235294117647,,68.60941176470587,59.31333333333333,68.42549019607843
,,45.28823529411765,,,,,,58.49921568627451,,,58.01372549019608,75.42117647058822,,
,,,,,,,,,,,,,,
,,,,,,,,,,,43.73921568627451,,,
,,,,,,,,,,,43.3,,,
,,43.42549019607843,,,52.15960784313725,56.75882352941176,58.9121568627451,56.70313725490196,48.55686274509805,,53.62156862745098,71.56117647058822,,78.86470588235295
46.17647058823529,,,51.84156862745098,74.58156862745099,,52.629411764705885,,56.5235294117647,59.26274509803922,,58.01372549019608,41.81647058823529,64.22,72.45882352941176
,,51.062745098039215,,,,,,55.445882352941176,,,60.20980392156863,73.83176470588234,,
,44.33686274509804,56.65098039215687,,,44.667843137254906,,53.95921568627451,53.64980392156863,,,70.75098039215686,55.6670588235294,,
46.42745098039215,52.161176470588245,48.64117647058824,61.71843137254902,59.212156862745104,,,62.37921568627451,52.75176470588235,51.41176470588236,68.76705882352941,52.74313725490197,57.48352941176469,51.633333333333326,70.08627450980393
,,57.20980392156864,,,,,,,,,59.11176470588236,61.34352941176469,,
,,,,,,,,,,,42.86078431372549,,,
,40.87960784313726,58.7,,,44.98,,,57.60117647058823,60.15490196078432,56.47058823529412,68.55490196078432,56.80235294117647,,48.49607843137255
,,48.64117647058824,,,,,,,,,63.94313725490197,57.48352941176469,,
,,,,,,,,,,,46.59411764705882,,,
,,,,,,,,,,,42.86078431372549,,,
,,57.0235294117647,,,,,,,,,58.45294117647059,75.87529411764704,,
,,,,,,,,,,,55.378431372549024,,,
,,45.10196078431372,,,,,,,,,55.81764705882353,75.87529411764704,,
,,47.70980392156862,,,,,,,,,52.74313725490197,76.32941176470588,,
,53.07098039215686,58.32745098039216,,65.89450980392157,60.9,56.28235294117647,56.435686274509806,56.70313725490196,56.58627450980393,63.80117647058824,58.01372549019608,42.49764705882352,,79.10196078431372
,46.8843137254902,54.04313725490197,,,44.823921568627455,49.13529411764706,53.463921568627455,52.21294117647058,,39.44470588235294,70.53137254901961,55.89411764705882,,
,41.24352941176471,54.41568627450981,,,42.79490196078432,49.77058823529411,,53.11098039215686,,56.47058823529412,72.5078431372549,67.47411764705882,,58.22352941176471
40.15294117647059,60.89529411764706,54.04313725490197,58.29176470588236,75.24980392156863,52.6278431372549,52.78823529411765,56.93098039215687,48.80039215686274,52.12549019607843,66.40235294117647,,45.9035294117647,67.84666666666666,75.78039215686275
,,54.04313725490197,,,,,,61.91176470588235,,,62.405882352941184,70.42588235294116,,
,41.97137254901961,,,,,45.16470588235295,45.86941176470589,,,,,,,
,,,,,,,,,,,53.84117647058824,,,
,,,,,,,,,,,45.93529411764706,,,
,,49.38627450980392,,,42.79490196078432,,,56.5235294117647,,,59.77058823529412,73.15058823529411,,
